Aasta,ICD10,Organ,Paikmed,Sugu,Vanusrühmad kokku,Vanus0-4,Vanus5-9,Vanus10-14,Vanus15-19,Vanus20-24,Vanus25-29,Vanus30-34,Vanus35-39,Vanus40-44,Vanus45-49,Vanus50-54,Vanus55-59,Vanus60-64,Vanus65-69,Vanus70-74,Vanus75-79,Vanus80-84,Vanus85pluss
2000,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,61,0,0,0,0,1,0,1,1,2,3,4,9,7,7,12,8,2,4
2001,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,77,0,0,0,0,0,0,0,1,1,6,6,5,15,12,12,10,6,3
2002,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,69,0,0,0,1,0,0,0,0,2,3,4,6,15,19,7,6,4,2
2003,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,75,0,0,0,0,0,0,0,0,3,1,8,4,15,13,12,10,9,0
2004,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,81,0,0,0,0,0,0,0,1,1,1,6,7,12,20,18,11,3,1
2005,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,91,0,0,0,1,0,0,1,0,0,3,7,15,13,19,14,13,3,2
2006,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,87,0,0,0,0,0,1,1,1,0,3,8,11,17,11,20,6,6,2
2007,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,82,0,0,0,0,1,0,0,1,1,5,4,8,10,13,17,10,7,5
2008,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,68,0,0,0,0,0,2,1,0,0,3,8,11,6,11,14,5,6,1
2009,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Mehed,66,0,0,0,0,0,1,1,1,2,1,3,3,8,11,9,9,11,6
2000,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,71,0,0,0,0,0,0,0,0,0,3,5,8,7,11,11,10,7,9
2001,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,68,0,0,0,0,0,0,0,0,0,1,4,3,8,8,14,11,11,8
2002,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,47,0,0,0,0,0,0,0,0,3,0,2,4,5,5,12,6,7,3
2003,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,79,1,0,0,0,0,0,0,0,1,6,5,0,12,4,18,14,13,5
2004,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,59,0,0,0,0,0,0,0,0,1,3,3,0,5,7,9,14,10,7
2005,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,73,0,0,0,0,0,0,0,0,0,5,6,6,4,7,9,13,11,12
2006,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,76,0,0,0,0,0,0,1,0,1,0,2,3,11,9,13,14,12,10
2007,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,56,0,0,0,0,0,0,0,0,1,4,1,5,4,2,8,15,5,11
2008,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,70,0,0,0,0,0,0,0,0,0,0,2,3,5,3,11,20,14,12
2009,C76–C80,Paige teadmata või täpsustamata (C76–C80),Paige teadmata või täpsustamata (C76–C80),Naised,67,0,0,0,0,0,0,0,0,0,2,2,5,3,9,10,10,16,10
2000,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,15,0,0,1,2,4,1,0,2,0,0,1,2,2,0,0,0,0,0
2001,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,14,0,0,0,6,2,2,2,0,0,1,0,0,0,0,1,0,0,0
2002,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,10,0,0,0,3,3,0,1,1,0,0,0,1,0,1,0,0,0,0
2003,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,18,0,0,0,2,0,3,5,2,4,0,0,0,0,2,0,0,0,0
2004,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,21,1,0,1,3,4,2,1,2,1,0,3,2,1,0,0,0,0,0
2005,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,11,0,1,0,1,3,0,2,0,2,1,0,1,0,0,0,0,0,0
2006,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,17,0,0,1,4,0,2,2,2,3,0,0,1,0,0,1,0,1,0
2007,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,21,0,0,0,2,4,2,4,2,0,2,0,0,0,2,1,2,0,0
2008,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,10,0,0,0,1,1,2,1,2,1,0,0,1,0,1,0,0,0,0
2009,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Mehed,18,0,0,0,0,4,4,4,3,1,1,1,0,0,0,0,0,0,0
2000,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,18,0,0,0,2,3,2,2,0,1,0,0,0,2,2,2,0,2,0
2001,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,22,0,0,0,1,7,5,2,0,1,0,2,0,1,1,1,0,0,1
2002,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,19,0,0,0,4,2,3,3,2,0,2,0,0,1,1,1,0,0,0
2003,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,17,0,0,0,1,4,2,2,3,1,0,1,1,0,1,1,0,0,0
2004,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,11,0,0,0,2,2,1,1,0,1,0,1,0,0,1,2,0,0,0
2005,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,19,0,0,1,1,2,2,2,1,2,0,0,3,1,2,0,0,2,0
2006,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,17,0,0,0,3,5,4,2,0,0,0,0,0,0,1,1,0,0,1
2007,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,14,0,0,0,2,0,2,3,1,1,0,0,2,0,0,1,1,1,0
2008,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,17,0,0,1,1,3,4,1,1,1,2,0,0,1,0,0,0,2,0
2009,C81,Hodgkini tõbi (C81),Hodgkini tõbi (C81),Naised,18,0,0,0,1,3,4,0,1,1,1,0,1,2,0,1,2,0,1
2000,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,65,2,0,2,0,0,1,1,1,4,4,4,9,12,6,11,5,1,2
2001,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,66,1,0,2,1,1,0,0,1,0,5,1,4,11,14,11,8,4,2
2002,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,60,0,0,0,0,1,1,0,1,3,2,4,6,7,12,11,8,2,2
2003,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,63,1,0,0,1,3,0,0,2,7,4,4,5,3,4,14,9,6,0
2004,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,76,0,1,0,1,1,3,2,2,3,0,5,5,11,14,14,5,7,2
2005,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,67,0,0,0,1,2,2,2,1,3,5,5,10,7,7,13,4,3,2
2006,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,60,0,1,0,0,2,2,1,0,1,2,7,11,4,7,5,12,3,2
2007,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,64,0,0,0,1,2,1,2,3,2,7,1,4,5,10,7,10,7,2
2008,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,78,0,0,0,0,1,3,1,3,4,3,2,4,11,10,13,10,12,1
2009,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Mehed,68,0,0,1,0,2,2,0,1,5,2,7,3,5,3,13,14,9,1
2000,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,68,0,1,1,0,0,2,2,0,4,4,3,5,10,10,7,12,5,2
2001,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,74,0,1,0,1,0,1,2,3,3,5,4,2,2,12,10,13,10,5
2002,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,60,0,0,0,0,0,1,1,2,1,3,3,5,12,4,12,8,4,4
2003,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,72,0,0,1,0,1,1,1,0,3,1,5,4,5,14,12,14,9,1
2004,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,74,0,1,0,0,2,0,0,0,1,2,5,5,4,11,15,15,10,3
2005,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,63,0,0,0,1,1,0,1,0,1,4,3,4,0,11,10,13,10,4
2006,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,53,0,0,0,1,2,0,2,3,0,0,5,4,4,10,5,5,6,6
2007,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,76,0,0,0,2,2,0,2,0,0,1,3,5,5,17,12,15,9,3
2008,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,79,0,0,0,1,0,0,0,2,4,4,6,6,9,6,10,16,7,8
2009,C82–C85/96,Mitte-Hodgkini lümfoom (C82–C85/96),Mitte-Hodgkini lümfoom (C82–C85/96),Naised,72,0,1,0,0,0,1,0,0,1,2,5,4,8,8,17,12,8,5
2000,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2001,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2002,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2007,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
2001,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
2002,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2003,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2004,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2008,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C88,Immunoproliferatiivhaigused (C88),Immunoproliferatiivhaigused (C88),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,17,0,0,0,0,0,0,0,0,1,1,0,4,6,2,1,2,0,0
2001,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,19,0,0,0,0,0,0,0,0,1,1,1,1,0,4,7,2,1,1
2002,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,25,0,0,0,0,0,0,0,0,0,0,3,3,7,4,6,2,0,0
2003,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,25,0,0,0,0,0,0,0,1,0,3,2,4,4,4,3,2,2,0
2004,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,25,0,0,0,0,0,0,0,0,2,1,2,3,2,3,9,3,0,0
2005,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,39,0,0,0,0,0,0,0,0,1,2,1,7,6,4,6,6,4,2
2006,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,25,0,0,0,0,0,0,1,0,0,3,1,3,2,4,5,2,4,0
2007,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,26,0,0,0,0,0,0,0,0,0,4,5,2,2,3,3,4,3,0
2008,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,24,0,0,0,0,0,0,0,2,0,0,2,4,2,4,1,7,1,1
2009,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Mehed,25,0,0,0,0,0,0,0,0,0,1,1,1,4,0,7,6,5,0
2000,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,32,0,0,0,0,0,0,0,0,2,0,1,2,6,4,8,6,3,0
2001,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,30,0,0,0,0,0,0,0,0,0,1,1,5,2,11,3,6,0,1
2002,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,29,0,0,0,0,0,0,0,1,0,3,2,2,2,3,8,3,4,1
2003,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,38,0,0,0,0,0,0,0,0,0,2,6,3,6,4,7,5,3,2
2004,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,23,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,7,2,0
2005,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,34,0,0,0,0,1,0,0,0,0,1,2,4,3,5,4,11,1,2
2006,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,31,0,0,0,0,0,0,0,0,1,2,1,4,5,3,4,8,2,1
2007,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,33,0,0,0,0,0,0,0,1,2,1,0,3,3,8,3,8,3,1
2008,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,35,0,0,0,0,0,0,0,0,0,1,1,3,3,8,6,8,4,1
2009,C90,Hulgimüeloom (C90),Hulgimüeloom (C90),Naised,42,0,0,0,0,0,0,0,0,1,2,3,2,9,7,3,9,5,1
2000,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,67,0,2,1,0,0,2,1,3,1,6,5,2,9,9,9,9,4,4
2001,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,65,1,0,1,2,1,0,1,2,1,4,8,5,9,9,12,7,0,2
2002,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,92,3,3,2,3,1,0,0,2,3,2,3,3,12,19,11,17,6,2
2003,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,115,2,0,3,2,0,0,1,2,4,3,8,10,14,22,20,14,8,2
2004,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,87,3,1,2,0,3,2,2,2,2,6,8,2,7,10,16,10,9,2
2005,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,82,2,0,1,0,0,0,1,0,3,2,6,6,4,14,16,16,5,6
2006,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,71,0,0,0,2,2,0,1,0,3,2,4,6,8,11,10,14,5,3
2007,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,106,0,0,1,0,0,0,0,0,5,2,6,13,5,19,15,23,11,6
2008,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,86,3,0,2,2,2,0,1,2,2,1,6,7,10,18,13,8,5,4
2009,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Mehed,85,1,1,0,2,1,2,0,2,1,6,6,10,12,9,10,12,7,3
2000,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,84,2,0,3,0,0,1,0,2,0,1,10,5,5,11,23,7,7,7
2001,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,84,1,1,1,1,1,2,0,1,4,3,5,3,5,10,14,20,7,5
2002,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,71,0,1,3,1,1,0,0,0,1,4,3,1,9,12,17,6,8,4
2003,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,79,1,2,1,0,0,1,2,1,2,2,2,4,8,13,12,15,5,8
2004,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,95,2,0,1,3,1,0,1,0,2,1,4,9,8,16,10,22,8,7
2005,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,93,2,1,2,0,2,0,0,1,1,4,2,4,8,16,12,18,11,9
2006,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,101,3,0,0,4,1,1,2,0,3,2,6,5,5,12,12,26,13,6
2007,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,97,1,0,0,1,1,0,3,1,1,4,5,5,3,17,10,20,16,9
2008,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,72,2,0,1,1,1,0,1,1,0,2,6,6,7,8,15,2,11,8
2009,C91–C95,Leukeemia (C91–C95),Leukeemia (C91–C95),Naised,79,0,2,1,0,0,0,1,3,1,2,4,6,6,8,16,11,14,4
2000,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,10,2,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0
2003,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,10,2,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
2004,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,7,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2005,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2006,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2007,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2008,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,8,1,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2009,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Mehed,9,1,1,0,0,1,1,0,1,0,0,0,2,0,1,1,0,0,0
2000,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,7,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2001,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,7,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0
2002,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2003,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,10,1,2,1,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0
2004,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,6,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2005,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2008,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,C91.0,..Äge lümfoidleukeemia (C91.0),Lümfoidleukeemia (C91),Naised,7,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
2000,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,26,0,0,0,0,0,0,0,0,0,3,3,2,2,6,4,4,2,0
2001,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,29,0,0,0,0,0,0,0,0,0,1,4,3,7,5,7,1,0,1
2002,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,31,0,0,0,0,0,0,0,0,0,0,2,2,6,8,5,6,0,2
2003,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,49,0,0,0,0,0,0,0,0,1,1,3,5,9,13,9,6,1,1
2004,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,45,0,0,0,0,0,0,0,1,1,3,5,1,4,8,8,7,6,1
2005,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,40,0,0,0,0,0,0,0,0,0,2,2,2,2,8,10,7,3,4
2006,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,34,0,0,0,0,0,0,0,0,2,0,2,5,4,6,6,7,2,0
2007,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,41,0,0,0,0,0,0,0,0,3,0,1,7,2,9,6,6,3,4
2008,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,41,0,0,0,0,0,0,0,0,0,1,4,3,8,11,6,4,1,3
2009,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Mehed,38,0,0,0,0,0,0,0,0,1,1,3,5,7,6,5,8,2,0
2000,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,37,0,0,0,0,0,0,0,0,0,1,5,3,2,6,8,5,2,5
2001,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,36,0,0,0,0,0,0,0,0,0,2,1,2,4,6,8,6,5,2
2002,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,30,0,0,0,0,0,0,0,0,0,2,1,1,5,6,6,2,4,3
2003,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,33,0,0,0,0,0,0,0,0,0,0,0,1,3,9,7,6,3,4
2004,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,46,0,0,0,0,0,0,0,0,1,0,2,4,4,13,4,11,3,4
2005,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,39,0,0,0,0,0,0,0,1,0,2,1,1,5,5,5,9,4,6
2006,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,41,0,0,0,0,0,0,0,0,0,2,2,1,1,5,6,12,10,2
2007,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,42,0,0,0,0,0,0,0,0,0,0,3,2,1,9,6,8,9,4
2008,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,36,0,0,0,0,0,0,0,0,0,1,4,2,5,5,8,0,7,4
2009,C91.1,..Krooniline lümfoidleukeemia (C91.1),Lümfoidleukeemia (C91),Naised,37,0,0,0,0,0,0,0,0,1,0,0,1,4,5,9,8,7,2
2000,C91.2–C91.9,..Lümfoidleukeemia (muu) (C91.2–C91.9),Lümfoidleukeemia (C91),Mehed,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
